sample_id,url,page_class,selection_reason,gsc_url_inspection,bing_url_inspection,indexed,last_crawl,crawler,crawl_allowed,fetch,indexing_allowed,user_declared_canonical,google_selected_canonical,referring_sitemap,referring_pages,enhancements,mobile_usability,private_screenshot_reference
UI-034,https://www.suvroghosh.in/blog/personal-essay/one-program-at-a-time,essay,Essay linking personal and interactive identities,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION
UI-035,https://www.suvroghosh.in/blog/essay/subscription-to-oblivion,essay,Evergreen essay audience sample,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION
UI-036,https://www.suvroghosh.in/blog/monologue/the-curriculum-vitae-of-a-vanishing-man,essay,Monologue/essay audience sample,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION
UI-037,https://www.suvroghosh.in/blog/visualizations/the-bias-archipelago,recent_article,Published 2026-08-05; very recent interactive sample,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION
UI-038,https://www.suvroghosh.in/blog/personal/containment-breach-protocol,recent_article,Published 2026-08-03; very recent personal sample,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION
UI-039,https://www.suvroghosh.in/blog/visualizations/lightning-atlas,recent_article,Published 2026-08-03; very recent visualization sample,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION
UI-040,https://www.suvroghosh.in/blog/essay/dhhur,recent_article,Published 2026-08-03; very recent essay sample,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION
UI-041,https://www.suvroghosh.in/blog/personal-essay/welcome-to-suvroghosh-in,older_article,Published 2019-01-05; oldest canonical source sample,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION
UI-042,https://www.suvroghosh.in/blog/personal/schooling-in-calcutta,older_article,Published 2024-01-01; older redirect-destination sample,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION
UI-043,https://www.suvroghosh.in/blog/personal-reflections/this-blogs-history,older_article,Published 2024-01-03; older site-history sample,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION
UI-044,https://www.suvroghosh.in/blog/personal-essay/a-meaningless-number-on-an-average-star,older_article,Published 2024-04-16; older essay sample,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION
UI-045,https://www.suvroghosh.in/blog/personal-essay/fish-market-merit-and-the-small-republic-of-honesty,older_article,Published 2024-09-12; older essay sample,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION,UNVERIFIED — REQUIRES OWNER ACTION
