raw_path,raw_url,analytics_status,canonical_url,reconciliation_status,mapping_evidence,live_http_status,live_redirect_hops,live_final_url,canonical_technically_eligible,visitors_28d_raw,page_views_estimate_28d_raw,page_views_precision_raw,canonical_group_member_count,canonical_group_paths,canonical_visitors_28d_conservative_max_not_sum,canonical_visitors_28d_raw_sum_not_used,canonical_page_views_28d_conservative_max_not_sum,canonical_page_views_28d_raw_sum_not_used,canonical_page_views_precision,canonical_group_representative,window,caveat
[REDACTED_ACCOUNT_OR_OWNER_ROUTES],,AGGREGATED_REDACTED_NON_UNIQUE,,EXCLUDED_AGGREGATED_NON_UNIQUE,SANITIZED_SOURCE_AGGREGATE,,,,,12,29,AGGREGATED_EXACT_UI_LABEL,,,,,,,,,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,Sanitized non-unique aggregate excluded from every canonical total.
/blog/essay/resignare,https://www.suvroghosh.in/blog/essay/resignare,OBSERVED,https://www.suvroghosh.in/blog/essay/resignare,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/essay/resignare,true,5,5,EXACT_UI_LABEL,1,/blog/essay/resignare,5,5,5,5,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/essay/rictus-calcuttensis,https://www.suvroghosh.in/blog/essay/rictus-calcuttensis,OBSERVED,https://www.suvroghosh.in/blog/essay/rictus-calcuttensis,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/essay/rictus-calcuttensis,true,6,6,EXACT_UI_LABEL,1,/blog/essay/rictus-calcuttensis,6,6,6,6,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/essay/sharper_teeth,https://www.suvroghosh.in/blog/essay/sharper_teeth,OBSERVED,https://www.suvroghosh.in/blog/essay/sharper_teeth,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/essay/sharper_teeth,true,2,2,EXACT_UI_LABEL,1,/blog/essay/sharper_teeth,2,2,2,2,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/essay/subscription-to-oblivion,https://www.suvroghosh.in/blog/essay/subscription-to-oblivion,OBSERVED,https://www.suvroghosh.in/blog/essay/subscription-to-oblivion,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/essay/subscription-to-oblivion,true,10,12,EXACT_UI_LABEL,1,/blog/essay/subscription-to-oblivion,10,10,12,12,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/essay/the_gastric_gospel_of_generative_regurgitation,https://www.suvroghosh.in/blog/essay/the_gastric_gospel_of_generative_regurgitation,OBSERVED,https://www.suvroghosh.in/blog/essay/the_gastric_gospel_of_generative_regurgitation,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/essay/the_gastric_gospel_of_generative_regurgitation,true,6,6,EXACT_UI_LABEL,1,/blog/essay/the_gastric_gospel_of_generative_regurgitation,6,6,6,6,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/essay/the_pharmakon_of_woodlice,https://www.suvroghosh.in/blog/essay/the_pharmakon_of_woodlice,OBSERVED,https://www.suvroghosh.in/blog/essay/the_pharmakon_of_woodlice,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/essay/the_pharmakon_of_woodlice,true,5,5,EXACT_UI_LABEL,1,/blog/essay/the_pharmakon_of_woodlice,5,5,5,5,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/essay/the-alpine-glow-of-embezzlement,https://www.suvroghosh.in/blog/essay/the-alpine-glow-of-embezzlement,OBSERVED,https://www.suvroghosh.in/blog/essay/the-alpine-glow-of-embezzlement,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/essay/the-alpine-glow-of-embezzlement,true,5,6,EXACT_UI_LABEL,1,/blog/essay/the-alpine-glow-of-embezzlement,5,5,6,6,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/essay/the-flatulent-exhalation-of-being,https://www.suvroghosh.in/blog/essay/the-flatulent-exhalation-of-being,OBSERVED,https://www.suvroghosh.in/blog/essay/the-flatulent-exhalation-of-being,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/essay/the-flatulent-exhalation-of-being,true,5,5,EXACT_UI_LABEL,1,/blog/essay/the-flatulent-exhalation-of-being,5,5,5,5,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/essay/the-tea-cools-to-the-temperature-of-defeat,https://www.suvroghosh.in/blog/essay/the-tea-cools-to-the-temperature-of-defeat,OBSERVED,https://www.suvroghosh.in/blog/essay/the-tea-cools-to-the-temperature-of-defeat,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/essay/the-tea-cools-to-the-temperature-of-defeat,true,6,6,EXACT_UI_LABEL,1,/blog/essay/the-tea-cools-to-the-temperature-of-defeat,6,6,6,6,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/essay/the-thermodynamics-of-envy,https://www.suvroghosh.in/blog/essay/the-thermodynamics-of-envy,OBSERVED,https://www.suvroghosh.in/blog/essay/the-thermodynamics-of-envy,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/essay/the-thermodynamics-of-envy,true,7,7,EXACT_UI_LABEL,1,/blog/essay/the-thermodynamics-of-envy,7,7,7,7,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/essay/the-urine-of-discontent,https://www.suvroghosh.in/blog/essay/the-urine-of-discontent,OBSERVED,https://www.suvroghosh.in/blog/essay/the-urine-of-discontent,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/essay/the-urine-of-discontent,true,6,6,EXACT_UI_LABEL,1,/blog/essay/the-urine-of-discontent,6,6,6,6,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/food-and-culture/tea-darjeeling-orange-pekoe-first-flush-and-matcha,https://www.suvroghosh.in/blog/food-and-culture/tea-darjeeling-orange-pekoe-first-flush-and-matcha,OBSERVED,https://www.suvroghosh.in/blog/food-and-culture/tea-darjeeling-orange-pekoe-first-flush-and-matcha,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/food-and-culture/tea-darjeeling-orange-pekoe-first-flush-and-matcha,true,2,4,EXACT_UI_LABEL,1,/blog/food-and-culture/tea-darjeeling-orange-pekoe-first-flush-and-matcha,2,2,4,4,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/games,https://www.suvroghosh.in/blog/games,OBSERVED,https://www.suvroghosh.in/blog/games,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/games,true,3,3,EXACT_UI_LABEL,1,/blog/games,3,3,3,3,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/games/calcutta-footpath-simulator-ekdom-side-diye-jaan,https://www.suvroghosh.in/blog/games/calcutta-footpath-simulator-ekdom-side-diye-jaan,OBSERVED,https://www.suvroghosh.in/blog/games/calcutta-footpath-simulator-ekdom-side-diye-jaan,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/games/calcutta-footpath-simulator-ekdom-side-diye-jaan,true,10,12,EXACT_UI_LABEL,1,/blog/games/calcutta-footpath-simulator-ekdom-side-diye-jaan,10,10,12,12,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/geopolitics/thucydides-trap-greek-mythology-america-china,https://www.suvroghosh.in/blog/geopolitics/thucydides-trap-greek-mythology-america-china,OBSERVED,https://www.suvroghosh.in/blog/geopolitics/thucydides-trap-greek-mythology-america-china,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/geopolitics/thucydides-trap-greek-mythology-america-china,true,2,2,EXACT_UI_LABEL,1,/blog/geopolitics/thucydides-trap-greek-mythology-america-china,2,2,2,2,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/health-and-society/calcutta-carbohydrate-problem,https://www.suvroghosh.in/blog/health-and-society/calcutta-carbohydrate-problem,OBSERVED,https://www.suvroghosh.in/blog/health-and-society/calcutta-carbohydrate-problem,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/health-and-society/calcutta-carbohydrate-problem,true,4,4,EXACT_UI_LABEL,1,/blog/health-and-society/calcutta-carbohydrate-problem,4,4,4,4,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/healthcare-ai/ai-deployment-evidence-over-opinion,https://www.suvroghosh.in/blog/healthcare-ai/ai-deployment-evidence-over-opinion,OBSERVED,https://www.suvroghosh.in/blog/healthcare-ai/ai-deployment-evidence-over-opinion,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/healthcare-ai/ai-deployment-evidence-over-opinion,true,2,2,EXACT_UI_LABEL,1,/blog/healthcare-ai/ai-deployment-evidence-over-opinion,2,2,2,2,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/healthcare-it/chatgpt-enters-healthcare-compliance-is-the-easy-part,https://www.suvroghosh.in/blog/healthcare-it/chatgpt-enters-healthcare-compliance-is-the-easy-part,OBSERVED,https://www.suvroghosh.in/blog/healthcare-it/chatgpt-enters-healthcare-compliance-is-the-easy-part,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/healthcare-it/chatgpt-enters-healthcare-compliance-is-the-easy-part,true,6,6,EXACT_UI_LABEL,1,/blog/healthcare-it/chatgpt-enters-healthcare-compliance-is-the-easy-part,6,6,6,6,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/healthcare-it/confounding-factors-healthcare-it-analytics,https://www.suvroghosh.in/blog/healthcare-it/confounding-factors-healthcare-it-analytics,OBSERVED,https://www.suvroghosh.in/blog/healthcare-it/confounding-factors-healthcare-it-analytics,CANONICAL_SELF,REDIRECT_HOP | URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/healthcare-it/confounding-factors-healthcare-it-analytics,true,2,2,EXACT_UI_LABEL,1,/blog/healthcare-it/confounding-factors-healthcare-it-analytics,2,2,2,2,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/healthcare-it/fhir-the-universal-language-of-health-data,https://www.suvroghosh.in/blog/healthcare-it/fhir-the-universal-language-of-health-data,OBSERVED,https://www.suvroghosh.in/blog/healthcare-it/fhir-the-universal-language-of-health-data,CANONICAL_SELF,REDIRECT_HOP | URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/healthcare-it/fhir-the-universal-language-of-health-data,true,2,2,EXACT_UI_LABEL,1,/blog/healthcare-it/fhir-the-universal-language-of-health-data,2,2,2,2,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/healthcare-it/india-ehr-hie-ai-constraints,https://www.suvroghosh.in/blog/healthcare-it/india-ehr-hie-ai-constraints,OBSERVED,https://www.suvroghosh.in/blog/healthcare-it/india-ehr-hie-ai-constraints,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/healthcare-it/india-ehr-hie-ai-constraints,true,1,1,EXACT_UI_LABEL,1,/blog/healthcare-it/india-ehr-hie-ai-constraints,1,1,1,1,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/healthcare-it/multivariate-statistical-modeling-in-healthcare-it,https://www.suvroghosh.in/blog/healthcare-it/multivariate-statistical-modeling-in-healthcare-it,OBSERVED,https://www.suvroghosh.in/blog/healthcare-it/multivariate-statistical-modeling-in-healthcare-it,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/healthcare-it/multivariate-statistical-modeling-in-healthcare-it,true,3,3,EXACT_UI_LABEL,1,/blog/healthcare-it/multivariate-statistical-modeling-in-healthcare-it,3,3,3,3,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/healthcare-it/mycin-expert-system-clinical-ai-calcutta-readable,https://www.suvroghosh.in/blog/healthcare-it/mycin-expert-system-clinical-ai-calcutta-readable,OBSERVED,https://www.suvroghosh.in/blog/healthcare-it/mycin-expert-system-clinical-ai-calcutta-readable,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/healthcare-it/mycin-expert-system-clinical-ai-calcutta-readable,true,1,1,EXACT_UI_LABEL,1,/blog/healthcare-it/mycin-expert-system-clinical-ai-calcutta-readable,1,1,1,1,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/healthcare-it/poisson-distribution-healthcare-it,https://www.suvroghosh.in/blog/healthcare-it/poisson-distribution-healthcare-it,OBSERVED,https://www.suvroghosh.in/blog/healthcare-it/poisson-distribution-healthcare-it,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/healthcare-it/poisson-distribution-healthcare-it,true,2,2,EXACT_UI_LABEL,1,/blog/healthcare-it/poisson-distribution-healthcare-it,2,2,2,2,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/healthcare-it/the-linear-algebra-blind-spot-healthcare-ai-safety,https://www.suvroghosh.in/blog/healthcare-it/the-linear-algebra-blind-spot-healthcare-ai-safety,OBSERVED,https://www.suvroghosh.in/blog/healthcare-it/the-linear-algebra-blind-spot-healthcare-ai-safety,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/healthcare-it/the-linear-algebra-blind-spot-healthcare-ai-safety,true,2,2,EXACT_UI_LABEL,1,/blog/healthcare-it/the-linear-algebra-blind-spot-healthcare-ai-safety,2,2,2,2,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/healthcare-it/va-healthcare-data-systems-mumps-to-sql,https://www.suvroghosh.in/blog/healthcare-it/va-healthcare-data-systems-mumps-to-sql,OBSERVED,https://www.suvroghosh.in/blog/healthcare-it/va-healthcare-data-systems-mumps-to-sql,CANONICAL_SELF,REDIRECT_HOP | URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/healthcare-it/va-healthcare-data-systems-mumps-to-sql,true,5,7,EXACT_UI_LABEL,1,/blog/healthcare-it/va-healthcare-data-systems-mumps-to-sql,5,5,7,7,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/healthcare-it/why-read-a-healthcare-it-blog-in-the-age-of-ai,https://www.suvroghosh.in/blog/healthcare-it/why-read-a-healthcare-it-blog-in-the-age-of-ai,OBSERVED,https://www.suvroghosh.in/blog/healthcare-it/why-read-a-healthcare-it-blog-in-the-age-of-ai,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/healthcare-it/why-read-a-healthcare-it-blog-in-the-age-of-ai,true,3,4,EXACT_UI_LABEL,1,/blog/healthcare-it/why-read-a-healthcare-it-blog-in-the-age-of-ai,3,3,4,4,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/healthcare-science/find-study-diabetes-kidney-family-tree,https://www.suvroghosh.in/blog/healthcare-science/find-study-diabetes-kidney-family-tree,OBSERVED,https://www.suvroghosh.in/blog/healthcare-science/find-study-diabetes-kidney-family-tree,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/healthcare-science/find-study-diabetes-kidney-family-tree,true,7,7,EXACT_UI_LABEL,1,/blog/healthcare-science/find-study-diabetes-kidney-family-tree,7,7,7,7,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/healthcare/nightmare-of-indian-healthcare,https://www.suvroghosh.in/blog/healthcare/nightmare-of-indian-healthcare,OBSERVED,https://www.suvroghosh.in/blog/healthcare/nightmare-of-indian-healthcare,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/healthcare/nightmare-of-indian-healthcare,true,8,8,EXACT_UI_LABEL,1,/blog/healthcare/nightmare-of-indian-healthcare,8,8,8,8,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/india/india-ai-it-bpo-white-collar-jobs,https://www.suvroghosh.in/blog/india/india-ai-it-bpo-white-collar-jobs,OBSERVED,https://www.suvroghosh.in/blog/india/india-ai-it-bpo-white-collar-jobs,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/india/india-ai-it-bpo-white-collar-jobs,true,6,7,EXACT_UI_LABEL,1,/blog/india/india-ai-it-bpo-white-collar-jobs,6,6,7,7,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/india/jogar-jugaad-and-the-greedy-improvisation-of-india,https://www.suvroghosh.in/blog/india/jogar-jugaad-and-the-greedy-improvisation-of-india,OBSERVED,https://www.suvroghosh.in/blog/india/jogar-jugaad-and-the-greedy-improvisation-of-india,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/india/jogar-jugaad-and-the-greedy-improvisation-of-india,true,4,4,EXACT_UI_LABEL,1,/blog/india/jogar-jugaad-and-the-greedy-improvisation-of-india,4,4,4,4,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/mathematics/the-alimentary-residue-of-infinity,https://www.suvroghosh.in/blog/mathematics/the-alimentary-residue-of-infinity,OBSERVED,https://www.suvroghosh.in/blog/mathematics/the-alimentary-residue-of-infinity,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/mathematics/the-alimentary-residue-of-infinity,true,7,8,EXACT_UI_LABEL,1,/blog/mathematics/the-alimentary-residue-of-infinity,7,7,8,8,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/mathematics/the-axiom-of-linearity,https://www.suvroghosh.in/blog/mathematics/the-axiom-of-linearity,OBSERVED,https://www.suvroghosh.in/blog/mathematics/the-axiom-of-linearity,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/mathematics/the-axiom-of-linearity,true,9,11,EXACT_UI_LABEL,1,/blog/mathematics/the-axiom-of-linearity,9,9,11,11,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/mental-health-systems/depression-as-mathematics,https://www.suvroghosh.in/blog/mental-health-systems/depression-as-mathematics,OBSERVED,https://www.suvroghosh.in/blog/mental-health-systems/depression-as-mathematics,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/mental-health-systems/depression-as-mathematics,true,2,3,EXACT_UI_LABEL,1,/blog/mental-health-systems/depression-as-mathematics,2,2,3,3,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/mental-health/bipolar-depression-friendless-blister,https://www.suvroghosh.in/blog/mental-health/bipolar-depression-friendless-blister,OBSERVED,https://www.suvroghosh.in/blog/mental-health/bipolar-depression-friendless-blister,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/mental-health/bipolar-depression-friendless-blister,true,3,3,EXACT_UI_LABEL,1,/blog/mental-health/bipolar-depression-friendless-blister,3,3,3,3,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/mental-health/sinusoidal-dementia,https://www.suvroghosh.in/blog/mental-health/sinusoidal-dementia,OBSERVED,https://www.suvroghosh.in/blog/mental-health/sinusoidal-dementia,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/mental-health/sinusoidal-dementia,true,6,7,EXACT_UI_LABEL,1,/blog/mental-health/sinusoidal-dementia,6,6,7,7,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/mental-health/square-peg-in-a-world-of-round-holes,https://www.suvroghosh.in/blog/mental-health/square-peg-in-a-world-of-round-holes,OBSERVED,https://www.suvroghosh.in/blog/mental-health/square-peg-in-a-world-of-round-holes,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/mental-health/square-peg-in-a-world-of-round-holes,true,2,2,EXACT_UI_LABEL,1,/blog/mental-health/square-peg-in-a-world-of-round-holes,2,2,2,2,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/mental-health/the-courtier-never-leaves,https://www.suvroghosh.in/blog/mental-health/the-courtier-never-leaves,OBSERVED,https://www.suvroghosh.in/blog/mental-health/the-courtier-never-leaves,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/mental-health/the-courtier-never-leaves,true,5,5,EXACT_UI_LABEL,1,/blog/mental-health/the-courtier-never-leaves,5,5,5,5,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/mental-health/the-erasure-is-a-palimpsest,https://www.suvroghosh.in/blog/mental-health/the-erasure-is-a-palimpsest,OBSERVED,https://www.suvroghosh.in/blog/mental-health/the-erasure-is-a-palimpsest,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/mental-health/the-erasure-is-a-palimpsest,true,7,7,EXACT_UI_LABEL,1,/blog/mental-health/the-erasure-is-a-palimpsest,7,7,7,7,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/mental-models/randomness-chaos-complexity-calcutta,https://www.suvroghosh.in/blog/mental-models/randomness-chaos-complexity-calcutta,OBSERVED,https://www.suvroghosh.in/blog/mental-models/randomness-chaos-complexity-calcutta,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/mental-models/randomness-chaos-complexity-calcutta,true,1,1,EXACT_UI_LABEL,1,/blog/mental-models/randomness-chaos-complexity-calcutta,1,1,1,1,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
